MemberID,Age,Gender,Postcode,Sector,JobGrade,AnnualSalary,YearsService,Status
MB00000700,44,M,G2 8DL,Other,Manager,56000.0,23,Deferred
MemberID,Age,Gender,Postcode,Sector,JobGrade,,YearsService,Status
MB00000701,24,F,W1A 1AA,Retail,Sales Assistant,25000.0,3,Active
MB00000702,31,M,EC1A 1BB,Finance,Analyst,40000.0,8,Active
MB00000703,45,F,EH1 1BB,Healthcare,Band 6,46000.0,24,Active
MB00000704,47,M,M2 5BQ,Manufacturing,Senior Technician,36000.0,26,Active
MB00000705,36,F,G1 1XW,Public Service,Senior Officer,42000.0,15,Active
MB00000706,39,M,B1 1HQ,Education,Teacher,32000.0,12,Deferred
MB00000707,54,F,SW1A 1AA,Finance,Senior Manager,78000.0,30,Pensioner
MB00000708,32,F,M3 3EB,Other,Consultant,38000.0,10,Deferred
MB00000709,29,M,E1 6AN,Retail,Supervisor,33000.0,7,Active
MB00000710,25,M,L2 2PP,Manufacturing,Technician,28000.0,4,Active
MB00000711,61,O,N1 9GU,Healthcare,Band 5,50000.0,40,Pensioner
MB00000712,56,M,CF10 1DD,Public Service,Grade 6,48000.0,35,Pensioner
MB00000713,34,F,LS1 1UR,Finance,Associate,50000.0,13,Active
MB00000714,41,F,EH2 2ER,Education,Senior Teacher,37000.0,19,Active
MB00000715,28,M,G2 8DL,Retail,Store Manager,34000.0,6,Active
MB00000716,43,F,M1 1AA,Other,Manager,72000.0,22,Deferred
MB00000717,58,M,B3 3DH,Public Service,Principal Officer,62000.0,37,Pensioner
MB00000718,36,F,CF11 9LJ,Finance,Director,95000.0,18,Active
MB00000719,44,M,BS2 0FZ,Manufacturing,Production Manager,66000.0,23,Active
MB00000720,29,F,LS2 8JS,Retail,Area Manager,35000.0,8,Active
MB00000721,38,M,EC1A 1BB,Healthcare,Senior Practitioner,52000.0,17,Active
MB00000722,49,F,M2 5BQ,Education,Head of Department,58000.0,28,Deferred
MB00000723,55,M,L1 8JQ,Public Service,Grade 7,65000.0,34,Pensioner
MB00000724,33,F,EH1 1BB,Finance,Manager,56000.0,12,Active
MB00000725,46,F,CF10 1DD,Manufacturing,Supervisor,35000.0,25,Deferred
MB00000726,30,M,SW1A 1AA,Retail,Sales Assistant,28000.0,9,Active
MB00000727,27,F,W1A 1AA,Other,Associate,35000.0,6,Active
MB00000728,39,M,G1 1XW,Healthcare,Band 6,42000.0,17,Deferred
MB00000729,31,F,M3 3EB,Public Service,Senior Officer,36000.0,10,Active
MB00000730,52,M,B1 1HQ,Manufacturing,Production Manager,72000.0,31,Active
MB00000731,50,F,N1 9GU,Education,Deputy Head,62000.0,30,Pensioner
MB00000732,29,F,EC1A 1BB,Finance,Analyst,45000.0,8,Active
MB00000733,57,M,EH2 2ER,Public Service,Grade 6,48000.0,36,Pensioner
MB00000734,35,F,LS1 1UR,Retail,Supervisor,32000.0,14,Active
MB00000735,42,M,G2 8DL,Healthcare,Band 7,56000.0,21,Active
MB00000736,44,F,L2 2PP,Finance,Senior Analyst,72000.0,23,Deferred
MB00000737,26,M,BS1 4TR,Other,Consultant,39000.0,5,Active
MB00000738,62,F,CF11 9LJ,Education,Head of Department,60000.0,41,Pensioner
MB00000739,33,M,W1A 1AA,Manufacturing,Senior Technician,36000.0,11,Active
MB00000740,48,F,M1 1AA,Retail,Store Manager,37000.0,27,Pensioner
MB00000741,55,M,BS2 0FZ,Public Service,Principal Officer,70000.0,34,Pensioner
MB00000742,24,F,CF10 1DD,Finance,Analyst,40000.0,3,Active
MB00000743,25,M,L1 8JQ,Retail,Area Manager,35000.0,4,Deferred
MB00000744,38,F,SW1A 1AA,Healthcare,Band 5,34000.0,17,Active
MB00000745,35,M,W1A 1AA,Finance,Associate,51000.0,14,Active
MB00000746,59,F,G1 1XW,Public Service,Grade 7,67000.0,38,Pensioner
MB00000747,43,M,LS2 8JS,Education,Senior Teacher,40000.0,22,Deferred
MB00000748,34,F,EH1 1BB,Manufacturing,Technician,35000.0,13,Active
MB00000749,27,M,EH2 2ER,Retail,Sales Assistant,25000.0,5,Active
MB00000750,61,F,B1 1HQ,Other,Senior Consultant,85000.0,40,Pensioner
MB00000751,34,F,M1 1AA,Finance,Analyst,38000.0,13,Active
MB00000752,28,M,W1A 1AA,Retail,Store Manager,29000.0,7,Active
MB00000753,40,F,SW1A 1AA,Healthcare,Band 6,40000.0,11,Active
MB00000754,51,M,E1 6AN,Public Service,Senior Officer,45000.0,25,Pensioner
MB00000755,47,F,N1 9GU,Manufacturing,Senior Technician,35000.0,18,Deferred
MB00000756,36,O,M2 5BQ,Other,Consultant,37500.0,15,Active
MB00000757,32,F,G1 1XW,Education,Teacher,32000.0,10,Active
MB00000758,29,M,G2 8DL,Retail,Sales Assistant,33000.0,4,Active
MB00000759,64,M,BS1 4TR,Public Service,Principal Officer,55000.0,30,Pensioner
MB00000760,42,F,EH1 1BB,Finance,Senior Analyst,48000.0,20,Deferred
MB00000761,38,F,EH2 2ER,Manufacturing,Production Manager,50000.0,17,Active
MB00000762,27,M,N1 9GU,Healthcare,Band 5,37000.0,5,Active
MB00000763,53,F,L1 8JQ,Other,Senior Consultant,60000.0,25,Pensioner
MB00000764,35,M,L2 2PP,Education,Head of Department,45000.0,13,Active
MB00000765,26,F,LS1 1UR,Finance,Associate,36000.0,5,Active
MB00000766,62,F,L2 2PP,Retail,Area Manager,50000.0,29,Pensioner
MB00000767,48,M,LS2 8JS,Public Service,Grade 6,40000.0,20,Deferred
MB00000768,37,F,CF10 1DD,Manufacturing,Supervisor,32000.0,16,Active
MB00000769,33,M,CF11 9LJ,Healthcare,Band 7,42000.0,10,Active
MB00000770,47,F,B2 4QA,Education,Deputy Head,48000.0,18,Deferred
MB00000771,55,M,B3 3DH,Other,Manager,55000.0,34,Pensioner
MB00000772,28,F,M3 3EB,Retail,Supervisor,28000.0,7,Active
MB00000773,39,M,BS2 0FZ,Public Service,Senior Officer,43000.0,19,Active
MB00000774,46,F,EC1A 1BB,Finance,Director,65000.0,23,Deferred
MB00000775,41,M,EH2 2ER,Manufacturing,Technician,30000.0,20,Active
MB00000776,29,F,BS1 4TR,Healthcare,Band 6,35000.0,6,Active
MB00000777,58,M,EH1 1BB,Other,Senior Consultant,60000.0,37,Pensioner
MB00000778,43,F,G1 1XW,Education,Senior Teacher,39000.0,22,Active
MB00000779,25,M,G2 8DL,Retail,Store Manager,27000.0,4,Active
MB00000780,32,F,W1A 1AA,Retail,Sales Assistant,24000.0,7,Active
MB00000781,35,M,LS1 1UR,Other,Consultant,46000.0,12,Active
MB00000782,31,F,LS2 8JS,Finance,Manager,50000.0,9,Active
MB00000783,66,F,L1 8JQ,Public Service,Principal Officer,60000.0,33,Pensioner
MB00000784,38,M,L2 2PP,Manufacturing,Production Manager,38000.0,17,Active
MB00000785,49,F,CF11 9LJ,Healthcare,Senior Practitioner,55000.0,25,Deferred
MB00000786,34,M,B1 1HQ,Education,Head of Department,44000.0,13,Active
MB00000787,27,F,B2 4QA,Retail,Supervisor,32000.0,6,Active
MB00000788,44,M,B3 3DH,Finance,Senior Manager,53000.0,22,Active
MB00000789,52,F,M1 1AA,Public Service,Grade 7,46000.0,25,Pensioner
MB00000790,23,M,M2 5BQ,Manufacturing,Technician,28000.0,2,Active
MB00000791,60,F,M3 3EB,Healthcare,Band 6,38000.0,39,Pensioner
MB00000792,39,M,G1 1XW,Healthcare,Band 5,33000.0,18,Active
MB00000793,56,F,G2 8DL,Other,Associate,32000.0,35,Pensioner
MB00000794,40,M,W1A 1AA,Education,Deputy Head,52000.0,18,Deferred
MB00000795,45,F,EH2 2ER,Retail,Area Manager,34000.0,20,Deferred
MB00000796,36,M,CF10 1DD,Finance,Analyst,39000.0,15,Active
MB00000797,30,F,CF11 9LJ,Public Service,Grade 6,41000.0,9,Active
MB00000798,28,M,B1 1HQ,Manufacturing,Supervisor,31000.0,6,Active
MB00000799,41,F,B2 4QA,Other,Manager,47000.0,20,Active
MB00000800,53,M,B3 3DH,Healthcare,Senior Practitioner,48000.0,26,Pensioner
MB00000801,27,M,EC1A 1BB,Finance,Senior Analyst,42000.0,6,Active
MB00000802,35,F,M1 1AA,Public Service,Grade 6,43000.0,8,Active
MB00000803,39,F,SW1A 1AA,Healthcare,Band 7,35000.0,17,Active
MB00000804,50,M,N1 9GU,Public Service,Senior Officer,75000.0,29,Deferred
MB00000805,41,F,E1 6AN,Education,Senior Teacher,42000.0,20,Active
MB00000806,60,M,CF10 1DD,Other,Manager,68000.0,39,Pensioner
MB00000807,37,F,L1 8JQ,Retail,Supervisor,27000.0,14,Active
MB00000808,48,M,B2 4QA,Manufacturing,Supervisor,38000.0,27,Deferred
MB00000809,22,O,LS1 1UR,Finance,Analyst,28000.0,1,Active
MB00000810,55,F,BS2 0FZ,Retail,Store Manager,32000.0,34,Pensioner
MB00000811,44,F,G1 1XW,Education,Deputy Head,59000.0,23,Active
MB00000812,46,M,M3 3EB,Healthcare,Senior Practitioner,77000.0,25,Deferred
MB00000813,57,M,L2 2PP,Finance,Senior Manager,105000.0,36,Pensioner
MB00000814,30,O,B3 3DH,Other,Consultant,47000.0,9,Active
MB00000815,52,F,EH1 1BB,Public Service,Principal Officer,62000.0,31,Deferred
MB00000816,29,F,W1A 1AA,Retail,Sales Assistant,25000.0,4,Active
MB00000817,34,M,LS2 8JS,Manufacturing,Technician,32000.0,13,Active
MB00000818,38,F,G2 8DL,Finance,Manager,56000.0,17,Active
MB00000819,42,M,BS1 4TR,Healthcare,Band 6,40000.0,21,Active
MB00000820,53,F,M2 5BQ,Education,Head of Department,64000.0,32,Pensioner
MB00000821,36,M,B1 1HQ,Public Service,Grade 7,32000.0,15,Active
MB00000822,28,F,EH2 2ER,Retail,Area Manager,35000.0,7,Active
MB00000823,25,F,CF11 9LJ,Manufacturing,Senior Technician,36000.0,4,Active
MB00000824,47,M,SW1A 1AA,Finance,Director,94000.0,26,Deferred
MB00000825,62,F,EC1A 1BB,Other,Senior Consultant,75000.0,41,Pensioner
MB00000826,31,M,EH1 1BB,Healthcare,Band 5,31000.0,10,Active
MB00000827,50,F,B2 4QA,Public Service,Grade 6,45000.0,29,Active
MB00000828,51,M,BS2 0FZ,Education,Teacher,35000.0,30,Deferred
MB00000829,40,F,G1 1XW,Retail,Store Manager,30000.0,19,Active
MB00000830,23,F,M3 3EB,Finance,Associate,31000.0,1,Active
MB00000831,56,M,CF10 1DD,Manufacturing,Production Manager,72000.0,35,Pensioner
MB00000832,45,O,E1 6AN,Healthcare,Band 7,48000.0,24,Deferred
MB00000833,32,M,N1 9GU,Public Service,Senior Officer,41000.0,11,Active
MB00000834,39,F,L1 8JQ,Education,Senior Teacher,38000.0,18,Active
MB00000835,43,M,LS1 1UR,Other,Associate,34000.0,22,Deferred
MB00000836,57,F,L2 2PP,Finance,Senior Analyst,49500.0,36,Pensioner
MB00000837,24,O,B3 3DH,Retail,Sales Assistant,22000.0,2,Active
MB00000838,27,M,B2 4QA,Manufacturing,Technician,29000.0,5,Active
MB00000839,52,F,EH2 2ER,Public Service,Principal Officer,72000.0,31,Deferred
MB00000840,65,M,BS1 4TR,Healthcare,Senior Practitioner,84000.0,44,Pensioner
MB00000841,36,F,M2 5BQ,Education,Deputy Head,60000.0,15,Active
MB00000842,47,M,G2 8DL,Retail,Area Manager,32000.0,26,Deferred
MB00000843,33,F,CF11 9LJ,Manufacturing,Supervisor,37300.0,12,Active
MB00000844,49,M,SW1A 1AA,Finance,Manager,53000.0,28,Deferred
MB00000845,58,F,EC1A 1BB,Other,Consultant,51000.0,37,Pensioner
MB00000846,54,F,EH1 1BB,Public Service,Grade 7,38000.0,33,Pensioner
MB00000847,41,M,N1 9GU,Healthcare,Band 6,44000.0,20,Active
MB00000848,36,F,L1 8JQ,Education,Head of Department,64000.0,15,Active
MB00000849,48,M,LS2 8JS,Other,Manager,47000.0,27,Deferred
MB00000850,64,F,B1 1HQ,Finance,Director,115000.0,43,Pensioner
MemberID,Age,Gender,Postcode,Sector,JobGrade,,YearsService,Status
MB00000851,34,F,BS1 4TR,Finance,Senior Analyst,50000.0,12,Active
MB00000852,28,M,M2 5BQ,Manufacturing,Technician,35000.0,4,Active
MB00000853,45,O,N1 9GU,Public Service,Senior Officer,42000.0,16,Active
MB00000854,39,F,L2 2PP,Healthcare,Band 6,34000.0,8,Active
MB00000855,31,M,EH1 1BB,Education,Senior Teacher,33000.0,6,Active
MB00000856,36,F,EC1A 1BB,Retail,Store Manager,30000.0,10,Active
MB00000857,55,F,G2 8DL,Other,Consultant,40000.0,20,Pensioner
MB00000858,52,M,B1 1HQ,Finance,Manager,60000.0,25,Deferred
MB00000859,48,F,LS2 8JS,Public Service,Principal Officer,46000.0,27,Deferred
MB00000860,40,M,LS1 1UR,Healthcare,Band 7,48000.0,22,Active
MB00000861,38,F,CF10 1DD,Education,Head of Department,47000.0,10,Active
MB00000862,29,F,W1A 1AA,Retail,Sales Assistant,24000.0,3,Active
MB00000863,59,M,M3 3EB,Other,Senior Consultant,55000.0,35,Pensioner
MB00000864,47,F,B3 3DH,Finance,Director,80000.0,28,Deferred
MB00000865,50,M,E1 6AN,Manufacturing,Production Manager,70000.0,29,Deferred
MB00000866,33,F,G1 1XW,Public Service,Grade 6,42000.0,10,Active
MB00000867,42,M,CF11 9LJ,Healthcare,Senior Practitioner,85000.0,21,Active
MB00000868,37,F,EH2 2ER,Education,Deputy Head,50000.0,13,Active
MB00000869,30,F,SW1A 1AA,Retail,Supervisor,28000.0,5,Active
MB00000870,56,M,BS2 0FZ,Other,Associate,35000.0,30,Pensioner
MB00000871,61,F,L1 8JQ,Finance,Associate,56000.0,35,Pensioner
MB00000872,49,M,B2 4QA,Manufacturing,Senior Technician,32000.0,20,Deferred
MB00000873,27,F,G1 1XW,Public Service,Grade 7,30000.0,5,Active
MB00000874,41,F,M1 1AA,Healthcare,Band 5,38000.0,15,Active
MB00000875,32,M,LS2 8JS,Education,Teacher,30000.0,7,Active
MB00000876,35,F,L1 8JQ,Retail,Area Manager,45000.0,9,Active
MB00000877,70,M,B3 3DH,Other,Manager,90000.0,39,Pensioner
MB00000878,36,F,LS1 1UR,Finance,Senior Analyst,52000.0,11,Active
MB00000879,55,M,SW1A 1AA,Manufacturing,Production Manager,71000.0,34,Deferred
MB00000880,46,F,EH2 2ER,Public Service,Senior Officer,38000.0,20,Deferred
MB00000881,39,M,BS1 4TR,Healthcare,Band 6,45000.0,17,Active
MB00000882,27,F,G2 8DL,Education,Teacher,31000.0,4,Active
MB00000883,44,M,CF10 1DD,Retail,Store Manager,33000.0,19,Active
MB00000884,72,F,B2 4QA,Other,Senior Consultant,56000.0,39,Pensioner
MB00000885,53,M,E1 6AN,Finance,Director,100000.0,32,Pensioner
MB00000886,48,F,L2 2PP,Manufacturing,Supervisor,38000.0,19,Deferred
MB00000887,29,M,B1 1HQ,Public Service,Grade 6,32000.0,6,Active
MB00000888,43,O,M3 3EB,Healthcare,Band 7,47000.0,19,Active
MB00000889,36,F,N1 9GU,Education,Senior Teacher,34000.0,10,Active
MB00000890,34,M,W1A 1AA,Retail,Supervisor,28000.0,7,Active
MB00000891,57,F,G2 8DL,Other,Associate,37000.0,30,Pensioner
MB00000892,60,M,EH1 1BB,Finance,Senior Manager,64000.0,33,Pensioner
MB00000893,54,F,M2 5BQ,Manufacturing,Senior Technician,30000.0,25,Deferred
MB00000894,31,M,EC1A 1BB,Public Service,Principal Officer,43000.0,8,Active
MB00000895,37,F,CF11 9LJ,Healthcare,Band 6,48000.0,15,Active
MB00000896,28,M,LS2 8JS,Education,Teacher,32500.0,4,Active
MB00000897,22,F,M1 1AA,Retail,Sales Assistant,20000.0,1,Active
MB00000898,66,M,E1 6AN,Other,Senior Consultant,60000.0,40,Pensioner
MB00000899,48,F,Chttp://10 1DD,Finance,Associate,54000.0,27,Deferred
MB00000900,29,M,B3 3DH,Manufacturing,Technician,32000.0,6,Active
MB00000901,30,F,W1A 1AA,Finance,Analyst,45000.0,5,Active
MB00000902,33,M,EC1A 1BB,Public Service,Grade 7,35000.0,10,Active
MB00000903,26,F,M2 5BQ,Healthcare,Band 5,37000.0,3,Active
MB00000904,54,F,BS1 4TR,Education,Head of Department,42000.0,24,Pensioner
MB00000905,37,M,G1 1XW,Retail,Store Manager,28000.0,10,Active
MB00000906,40,F,CF10 1DD,Other,Consultant,49000.0,12,Active
MB00000907,62,F,LS1 1UR,Finance,Director,85000.0,30,Pensioner
MB00000908,45,M,B1 1HQ,Public Service,Principal Officer,40000.0,19,Active
MB00000909,28,F,E1 6AN,Manufacturing,Supervisor,30000.0,5,Active
MB00000910,34,M,M3 3EB,Healthcare,Band 6,34000.0,8,Active
MB00000911,57,F,L1 8JQ,Education,Deputy Head,52000.0,36,Pensioner
MB00000912,49,F,SW1A 1AA,Public Service,Senior Officer,42000.0,20,Active
MB00000913,31,M,N1 9GU,Retail,Area Manager,36000.0,6,Active
MB00000914,39,F,B2 4QA,Other,Senior Consultant,60000.0,15,Active
MB00000915,53,F,G2 8DL,Finance,Senior Manager,70000.0,25,Pensioner
MB00000916,55,M,EH1 1BB,Public Service,Grade 6,45000.0,24,Pensioner
MB00000917,48,F,BS2 0FZ,Healthcare,Band 7,55000.0,23,Active
MB00000918,29,F,M1 1AA,Retail,Sales Assistant,25000.0,5,Active
MB00000919,32,M,LS2 8JS,Other,Manager,40000.0,10,Active
MB00000920,44,F,B3 3DH,Finance,Senior Analyst,52000.0,22,Active
MB00000921,36,M,EC1A 1BB,Public Service,Grade 6,37000.0,15,Active
MB00000922,42,F,EH2 2ER,Manufacturing,Senior Technician,35000.0,19,Active
MB00000923,27,F,CF11 9LJ,Healthcare,Senior Practitioner,48000.0,6,Active
MB00000924,23,M,L2 2PP,Education,Teacher,29000.0,2,Active
MB00000925,61,F,W1A 1AA,Retail,Area Manager,45000.0,35,Pensioner
MB00000926,47,F,E1 6AN,Other,Associate,38000.0,20,Active
MB00000927,52,M,M2 5BQ,Finance,Associate,80000.0,28,Deferred
MB00000928,34,F,G1 1XW,Public Service,Grade 7,41000.0,10,Active
MB00000929,38,F,SW1A 1AA,Healthcare,Band 7,48000.0,15,Active
MB00000930,45,M,L1 8JQ,Education,Head of Department,39000.0,22,Active
MB00000931,33,F,BS2 0FZ,Retail,Supervisor,34000.0,8,Active
MB00000932,41,M,CF10 1DD,Other,Senior Consultant,51000.0,20,Active
MB00000933,56,F,M3 3EB,Finance,Manager,62000.0,35,Pensioner
MB00000934,50,M,B1 1HQ,Public Service,Grade 6,44000.0,25,Deferred
MB00000935,29,F,LS1 1UR,Manufacturing,Technician,32000.0,9,Active
MB00000936,35,M,B2 4QA,Healthcare,Band 5,35000.0,14,Active
MB00000937,48,F,G2 8DL,Education,Senior Teacher,36000.0,13,Active
MB00000938,39,F,EH1 1BB,Retail,Store Manager,33000.0,11,Active
MB00000939,26,F,CF11 9LJ,Other,Associate,38000.0,5,Active
MB00000940,64,M,E1 6AN,Finance,Director,95000.0,40,Pensioner
MB00000941,37,F,M1 1AA,Public Service,Principal Officer,41000.0,16,Active
MB00000942,32,F,LS2 8JS,Manufacturing,Production Manager,36000.0,10,Active
MB00000943,46,F,EC1A 1BB,Healthcare,Band 6,44000.0,20,Active
MB00000944,52,M,L2 2PP,Education,Deputy Head,63000.0,23,Deferred
MB00000945,24,F,W1A 1AA,Retail,Sales Assistant,24000.0,3,Active
MB00000946,31,M,G1 1XW,Other,Consultant,43000.0,6,Active
MB00000947,45,O,SW1A 1AA,Finance,Analyst,39000.0,22,Deferred
MB00000948,58,M,BS1 4TR,Public Service,Senior Officer,47000.0,30,Pensioner
MB00000949,36,F,B3 3DH,Healthcare,Senior Practitioner,44000.0,15,Active
MB00000950,59,F,EH2 2ER,Education,Head of Department,65000.0,33,Pensioner
MB00000951,23,M,EC1A 1BB,Finance,Analyst,39000.0,2,Active
MB00000952,37,F,N1 9GU,Public Service,Grade 7,42000.0,8,Active
MB00000953,28,F,M2 5BQ,Healthcare,Band 5,34000.0,4,Active
MB00000954,41,M,E1 6AN,Manufacturing,Technician,36000.0,10,Active
MB00000955,53,F,B3 3DH,Finance,Manager,75000.0,15,Deferred
MB00000956,56,M,G2 8DL,Education,Teacher,31000.0,30,Pensioner
MB00000957,34,F,W1A 1AA,Retail,Sales Assistant,25000.0,5,Active
MB00000958,48,M,LS1 1UR,Healthcare,Senior Practitioner,62000.0,27,Active
MB00000959,62,F,EH2 2ER,Manufacturing,Production Manager,65000.0,40,Pensioner
MB00000960,31,M,CF11 9LJ,Other,Manager,51000.0,6,Active
MB00000961,45,F,L1 8JQ,Finance,Senior Manager,55000.0,17,Active
MB00000962,38,F,SW1A 1AA,Education,Senior Teacher,36000.0,12,Active
MB00000963,54,O,M3 3EB,Public Service,Principal Officer,63000.0,33,Deferred
MB00000964,25,M,B2 4QA,Retail,Store Manager,28000.0,4,Active
MB00000965,60,F,EH1 1BB,Healthcare,Band 6,45000.0,35,Pensioner
MB00000966,47,F,CF10 1DD,Public Service,Senior Officer,47000.0,20,Active
MB00000967,29,M,W1A 1AA,Manufacturing,Senior Technician,30000.0,5,Active
MB00000968,36,F,LS2 8JS,Other,Senior Consultant,54000.0,10,Active
MB00000969,42,F,E1 6AN,Public Service,Grade 6,38000.0,20,Active
MB00000970,66,M,G1 1XW,Finance,Director,110000.0,45,Pensioner
MB00000971,33,F,BS1 4TR,Retail,Area Manager,35000.0,6,Active
MB00000972,39,M,L2 2PP,Healthcare,Band 7,48000.0,15,Active
MB00000973,58,F,N1 9GU,Manufacturing,Supervisor,38000.0,37,Pensioner
MB00000974,27,M,M1 1AA,Education,Head of Department,45000.0,8,Active
MB00000975,24,F,SW1A 1AA,Finance,Associate,52000.0,2,Active
MB00000976,46,F,B2 4QA,Public Service,Grade 7,35000.0,18,Active
MB00000977,32,O,EC1A 1BB,Other,Consultant,39000.0,5,Active
MB00000978,55,M,BS2 0FZ,Finance,Senior Analyst,62000.0,28,Pensioner
MB00000979,50,F,G1 1XW,Healthcare,Band 7,46000.0,30,Deferred
MB00000980,43,M,L1 8JQ,Other,Consultant,43000.0,22,Active
MB00000981,35,F,CF11 9LJ,Education,Deputy Head,40000.0,10,Active
MB00000982,40,M,EH2 2ER,Retail,Supervisor,32000.0,19,Active
MB00000983,52,F,LS2 8JS,Finance,Senior Manager,72000.0,25,Deferred
MB00000984,61,M,B3 3DH,Public Service,Principal Officer,55000.0,38,Pensioner
MB00000985,30,F,M2 5BQ,Manufacturing,Production Manager,41000.0,9,Active
MB00000986,27,M,G2 8DL,Retail,Sales Assistant,23000.0,5,Active
MB00000987,37,M,W1A 1AA,Finance,Associate,47000.0,14,Active
MB00000988,20,F,N1 9GU,Other,Associate,41000.0,1,Active
MB00000989,45,F,EH1 1BB,Healthcare,Senior Practitioner,50000.0,20,Active
MB00000990,49,F,LS1 1UR,Public Service,Senior Officer,39000.0,24,Active
MB00000991,55,M,BS1 4TR,Education,Senior Teacher,55000.0,34,Deferred
MB00000992,35,F,SW1A 1AA,Retail,Sales Assistant,22000.0,7,Active
MB00000993,41,M,LS2 8JS,Manufacturing,Technician,28000.0,19,Active
MB00000994,59,F,G2 8DL,Other,Senior Consultant,65000.0,38,Pensioner
MB00000995,56,M,B3 3DH,Finance,Manager,80000.0,35,Pensioner
MB00000996,38,F,CF10 1DD,Public Service,Grade 6,33000.0,13,Active
MB00000997,51,O,L1 8JQ,Healthcare,Band 5,36000.0,30,Deferred
MB00000998,22,M,W1A 1AA,Education,Teacher,30000.0,1,Active
MB00000999,39,F,EC1A 1BB,Other,Manager,49000.0,15,Active
MB00001000,44,M,SW1A 1AA,Manufacturing,Supervisor,34000.0,21,Active
